frame,threshold,blink,ear_norm
0,0,0.0,0.8035934893571631
1,0,0.0,0.8060806904548137
2,0,0.0,0.8106147188432107
3,0,0.0,0.8094928313517564
4,0,0.0,0.8022764254729168
5,0,0.0,0.790425208655662
6,0,0.0,0.7915275827766788
7,0,0.0,0.761302926953659
8,0,0.0,0.8396984794205796
9,0,0.0,0.8446466103942066
10,0,0.0,0.8273169311095299
11,0,0.0,0.9061659491054154
12,0,0.0,0.8257503887301858
13,0,0.0,0.886355950856917
14,0,0.0,0.8257503887301858
15,0,0.0,0.858716099532659
16,0,0.0,0.8441697004050218
17,0,0.0,0.8825888424811758
18,0,0.0,0.8815930676898711
19,0,0.0,0.844907448721415
20,0,0.0,0.8381670951461127
21,0,0.0,0.8582448138556484
22,0,0.0,0.8091975906767718
23,0,0.0,0.8489729977429187
24,0,0.0,0.8895329347897117
25,0,0.0,0.8950601622743082
26,0,0.0,0.8686422931824669
27,0,0.0,0.8421606689579351
28,0,0.0,0.8661550920848164
29,0,0.0,0.8602012838950895
30,0,0.0,0.8986478975609528
31,0,0.0,0.8456389974481421
32,0,0.0,0.8630805796158404
33,0,0.0,0.9016860970900532
34,0,0.0,0.8778664423229473
35,0,0.0,0.8141490083463696
36,0,0.0,0.9016860970900532
37,0,0.0,0.8826301820033006
38,0,0.0,0.860485195277168
39,0,0.0,0.7817404975904398
40,0,0.0,0.8238630822862637
41,0,0.0,0.8573358113954513
42,0,0.0,0.7765007171360067
43,0,0.0,0.9366593736141852
44,0,0.0,0.8602190939919173
45,0,0.0,0.8660258157260137
46,0,0.0,0.8173714305697333
47,0,0.0,0.8485077084755915
48,0,0.0,0.8485077084755915
49,0,0.0,0.8841021080739518
50,0,0.0,0.8314862590553269
51,0,0.0,0.8037226909276094
52,0,0.0,0.22386905817983513
53,0,0.0,0.23340013113936983
54,0,0.0,0.5458401983620961
55,0,1.0,0.6491150157673476
56,1,0.0,0.7090825680890678
57,0,0.0,0.7520883958234453
58,0,0.0,0.7790615049725002
59,0,0.0,0.8035005777723438
60,0,0.0,0.7772051287884957
61,0,0.0,0.8243464333751817
62,0,0.0,0.7777305317172664
63,0,0.0,0.8296049014342787
64,0,0.0,0.8881931602476968
65,0,0.0,0.851833984845822
66,0,0.0,0.827539335570125
67,0,0.0,0.8129722516392485
68,0,0.0,0.839540992129847
69,0,0.0,0.8618416028979922
70,0,0.0,0.8721868451105502
71,0,0.0,0.8412959767663595
72,0,0.0,0.8105541926320495
73,0,0.0,0.8060806904548137
74,0,0.0,0.8708771973785461
75,0,0.0,0.8491002500920618
76,0,0.0,0.8681515658370323
77,0,0.0,0.8724154035231855
78,0,0.0,0.8724154035231855
79,0,0.0,0.882523175471895
80,0,0.0,0.84040221360959
81,0,0.0,0.8170658862208627
82,0,0.0,0.8568429199254748
83,0,0.0,0.8938395711539744
84,0,0.0,0.8586488542425262
85,0,0.0,0.8226825498438258
86,0,0.0,0.8254658786792206
87,0,0.0,0.8656781820956316
88,0,0.0,0.8866322314972519
89,0,0.0,0.908113484086149
90,0,0.0,0.8809102288150902
91,0,0.0,0.8884591735647941
92,0,0.0,0.9137331783903706
93,0,0.0,0.8870693221087665
94,0,0.0,0.884325137824093
95,0,0.0,0.8638563189529114
96,0,0.0,0.8879094916249692
97,0,0.0,0.9039962120078593
98,0,0.0,0.8627062950895678
99,0,0.0,0.9025085830294453
100,0,0.0,0.8420413952136303
101,0,0.0,0.8645391832315427
102,0,0.0,0.8018370719795502
103,0,0.0,0.8196919334068005
104,0,0.0,0.8162118377042942
105,0,0.0,0.7581553425661431
106,0,0.0,0.7683814634147974
107,0,0.0,0.8096112015379548
108,0,0.0,0.8105541926320495
109,0,0.0,0.8105541926320495
110,0,0.0,0.7608740825067071
111,0,0.0,0.8321010800598263
112,0,0.0,0.7080219634643975
113,0,0.0,0.32542363509862837
114,0,0.0,0.4138274812242659
115,0,0.0,0.6189702028331574
116,0,0.0,0.6656813219063544
117,1,1.0,0.7287517887124911
118,0,0.0,0.6873334779312842
119,0,0.0,0.6884427941572231
120,1,0.0,0.748075847253365
121,0,0.0,0.6875639167016597
122,0,0.0,0.7931061082825391
123,0,0.0,0.7714528369856549
124,0,0.0,0.7917326196018927
125,0,0.0,0.7755327179094467
126,0,0.0,0.7916706788686737
127,0,0.0,0.7310063742711392
128,0,0.0,0.8002051455333418
129,0,0.0,0.7664709660405546
130,0,0.0,0.8053429421384205
131,0,0.0,0.779139217898447
132,0,0.0,0.8031122181465822
133,0,0.0,0.7902971901880272
134,0,0.0,0.7978295453425969
135,0,0.0,0.806082728425546
136,0,0.0,0.7916706788686737
137,0,0.0,0.746338530842573
138,0,0.0,0.8157577152167726
139,0,0.0,0.780940185948019
140,0,0.0,0.8189541850904075
141,0,0.0,0.8035865247608077
142,0,0.0,0.7907896285077981
143,0,0.0,0.7788219782077835
144,0,0.0,0.8045596057217058
145,0,0.0,0.7806270580407554
146,0,0.0,0.7734670975976441
147,0,0.0,0.7594155733509013
148,0,0.0,0.799921333658181
149,0,0.0,0.8254658786792206
150,0,0.0,0.8190424158822862
151,0,0.0,0.8432385071977504
152,0,0.0,0.8259996061467524
153,0,0.0,0.7915888551859805
154,0,0.0,0.8067989344021513
155,0,0.0,0.8114379679773687
156,0,0.0,0.8070268004058462
157,0,0.0,0.8330912392742527
158,0,0.0,0.805369722509057
159,0,0.0,0.8210704409854813
160,0,0.0,0.8396644652931969
161,0,0.0,0.7955988213507588
162,0,0.0,0.8537395787438234
163,0,0.0,0.8180111939963128
164,0,0.0,0.8367586777560391
165,0,0.0,0.8465935082277707
166,0,0.0,0.8114379679773687
167,0,0.0,0.7714528369856549
168,0,0.0,0.8194180555890469
169,0,0.0,0.8109455296575978
170,0,0.0,0.7855931342979489
171,0,0.0,0.8149495923293075
172,0,0.0,0.8479394525039978
173,0,0.0,0.7876237665996303
174,0,0.0,0.40707210435534696
175,0,0.0,0.43548229999740107
176,0,0.0,0.6023152308609027
177,0,0.0,0.66650530824809
178,1,1.0,0.7092309155432491
179,0,0.0,0.7641933072876728
180,0,0.0,0.7289326876809433
181,0,0.0,0.7370560709785366
182,0,0.0,0.7841600682619785
183,0,0.0,0.7504491108723627
184,0,0.0,0.7564734088258025
185,0,0.0,0.8100053588807183
186,0,0.0,0.8306656506459607
187,0,0.0,0.7987697161194763
188,0,0.0,0.7900001282034677
189,0,0.0,0.8240898250295112
190,0,0.0,0.8520452693371348
191,0,0.0,0.814006601235213
192,0,0.0,0.7781213766499058
193,0,0.0,0.8340345845251574
194,0,0.0,0.8715507113316099
195,0,0.0,0.8734520067669849
196,0,0.0,0.8370031009008823
197,0,0.0,0.8742503882061199
198,0,0.0,0.817212313627871
199,0,0.0,0.8922729796844777
200,0,0.0,0.8733363472682334
201,0,0.0,0.8751150803976955
202,0,0.0,0.8354630360844202
203,0,0.0,0.8473692845215158
204,0,0.0,0.8667802294358659
205,0,0.0,0.8160033507753538
206,0,0.0,0.833659971824755
207,0,0.0,0.8045624257632976
208,0,0.0,0.868272594319399
209,0,0.0,0.8875471098282125
210,0,0.0,0.8781529306338295
211,0,0.0,0.8465303406674759
212,0,0.0,0.8471375118075485
213,0,0.0,0.44894480014381666
214,0,0.0,0.35543375883730527
215,0,0.0,0.5102883477925189
216,0,0.0,0.6260636071162463
217,0,1.0,0.6804828352771761
218,0,0.0,0.7008111861555442
219,0,0.0,0.6997743428604463
220,1,0.0,0.7683314093241823
221,0,0.0,0.7393271571707479
222,0,0.0,0.7513326379734198
223,0,0.0,0.791813943383484
224,0,0.0,0.769318044979426
225,0,0.0,0.8013383493773206
226,0,0.0,0.7984431510495414
227,0,0.0,0.751271725526421
228,0,0.0,0.8115162668798876
229,0,0.0,0.7889009213351653
230,0,0.0,0.832958607842269
231,0,0.0,0.8121700287369604
232,0,0.0,0.7502326500580286
233,0,0.0,0.31909868269491753
234,0,0.0,0.283468944240472
235,0,0.0,0.44819018026620056
236,0,0.0,0.5419197553198132
237,0,0.0,0.6170516107269657
238,0,0.0,0.6898464250218258
239,0,0.0,0.6898961351772323
240,0,0.0,0.6796520764054017
241,1,0.0,0.7391213523366863
242,0,0.0,0.7451322402224773
243,0,0.0,0.748075847253365
244,0,0.0,0.7837559450601286
245,0,0.0,0.7644649180982502
246,0,0.0,0.7714683902841393
247,0,0.0,0.778686654671941
248,0,0.0,0.7493846214007033
249,0,0.0,0.7631595650048886
250,0,0.0,0.7838548042023253
251,0,0.0,0.7945302462256382
252,0,0.0,0.8076664230472381
253,0,0.0,0.7078214622503861
254,0,0.0,0.7721049913352908
255,0,0.0,0.78214161943043
256,0,0.0,0.7957277264977352
257,0,0.0,0.8238832973978096
258,0,0.0,0.8215468430695139
259,0,0.0,0.7548688050653821
260,0,0.0,0.7947903788829648
261,0,0.0,0.7810991920333809
262,0,0.0,0.7900959984838024
263,0,0.0,0.815984842872837
264,0,0.0,0.797383071233909
265,0,0.0,0.8283297104516288
266,0,0.0,0.7911512765868381
267,0,0.0,0.8247440833534879
268,0,0.0,0.8343477720050523
269,0,0.0,0.8359918213931385
270,0,0.0,0.7687270725568311
271,0,0.0,0.8579855456934298
272,0,0.0,0.8073374156799612
273,0,0.0,0.8036015330713425
274,0,0.0,0.7699319782878713
275,0,0.0,0.8579855456934298
276,0,0.0,0.7548688050653821
