frame,ear,threshold,mov_ear_3,mov_ear_5,mov_ear_7
0,0.26930004587504475,0,,,
1,0.262132787142201,0,,,
2,0.28690766282649954,0,0.27278016528124843,,
3,0.2868759849633258,0,0.2786388116440088,0.27538563497519164,
4,0.2717116940688871,0,0.28183178061957076,0.2816047268397451,0.27917331426119735
5,0.3003955051978121,1,0.28632772807667495,0.2845560733622271,0.2795464104394883
6,0.27688951975461124,0,0.2829989063404368,0.28155688462154355,0.2775051830073781
7,0.2719117191230814,0,0.28306558135850163,0.27375052665236427,0.2759128973680795
8,0.24784419511742933,0,0.2655484779983741,0.27456052050886876,0.27229585918112204
9,0.2757616633514093,0,0.2651725258639735,0.266792763000231,0.2681756433394065
10,0.2615567176546233,0,0.2617208587078208,0.2599888956846845,0.26517689595811006
11,0.24287018317687842,0,0.2600628547276371,0.2614874065658155,0.2670330616205724
12,0.2794042735287367,0,0.26127705812007945,0.2698951034206991,0.2677470308973436
13,0.2898826793918476,0,0.27071904536582087,0.2701246715625132,0.27266351361166713
14,0.27690950406047954,0,0.28206548566035466,0.27426524285512743,0.27390908887691595
15,0.2822595741176943,0,0.2830172525233407,0.282587344261382,0.2767421660813385
16,0.28448069020815125,0,0.2812165894621086,0.2829841411727509,0.2823147802226122
17,0.2813882580855813,0,0.2827095074704757,0.2813833017275402,0.2822023151396281
18,0.28187848216579414,0,0.2825824768198422,0.2817248045050139,0.28022697766540927
19,0.27861701794784816,0,0.2806279193997412,0.2804839530959381,0.2795256750178865
20,0.2760553170723158,0,0.2788502723953193,0.2779878921598719,0.2801717222483111
21,0.27200038552782035,0,0.27555757351599475,0.27906662148888906,0.2816852859467929
22,0.28678190473066634,0,0.27827920244360094,0.28170605227523493,0.2817184755896348
23,0.2950756360975233,0,0.28461930878533703,0.2823067658027602,0.28167944851660653
24,0.2816205855854743,0,0.28782604213788837,0.2834167609192164,0.2803152278064943
25,0.2816052926545965,0,0.28610050477919824,0.2828301784090648,0.28055803816003405
26,0.26906747297706246,0,0.27743111707237783,0.28102479537235026,0.2775381375416498
27,0.2777549895470935,0,0.2761425850595843,0.2721818843926716,0.2707082315333191
28,0.250861081199131,0,0.265894514574429,0.263652279810047,0.2643025794816773
29,0.23897256267235117,0,0.25586287780619205,0.25737843562633406,0.25843760725253456
30,0.25023607173603174,0,0.24668990520250458,0.25167809702721655,0.2540121447763561
31,0.24056577998147444,0,0.24325813812995278,0.24625251018206723,0.24911610532709563
32,0.25062705532134677,0,0.24714296901295127,0.24303933330868902,0.2444916559236797
33,0.23479519683223993,0,0.24199601071168728,0.24432158951885513,0.24527531576071
34,0.24538384372318164,0,0.24360203195892302,0.24554371518331736,0.24916449022846443
35,0.2563467000583425,0,0.24550858020458813,0.2506699159763489,0.2522000818161302
36,0.26619678394663265,0,0.2559757759093859,0.2548415474820178,0.25481329914780304
37,0.27148521284969207,0,0.26467623228488907,0.2596541683762069,0.24694428737346794
38,0.2588583013031851,0,0.26551343269983657,0.24968619421177074,0.24879346900167804
39,0.19554397290100156,0,0.2419624956846261,0.24796474784604428,0.2544399016401128
40,0.2477394682297106,0,0.23404724747796557,0.25170716549516287,0.2584341151362009
41,0.2849088721922249,0,0.24273077110764577,0.25427136183141635,0.26054335355298236
42,0.2843061945309591,0,0.2723181783176318,0.25869199214359995,0.26291785536607726
43,0.28096145286410257,0,0.2833921731957627,0.27720454267167083,0.27019086666629605
44,0.28810672554135597,0,0.2844581243121394,0.2896105251066722,0.2830707022467622
45,0.3097693804047166,1,0.29294585293672526,0.2897693150610799,0.29035276026113166
46,0.28570282196426444,0,0.29452630930344564,0.2926508510209473,0.2925043512332423
47,0.2987138743302963,0,0.29806202556642586,0.2964525622475268,0.29385055330165777
48,0.29997000899700105,0,0.2947955684305204,0.29757713894122906,0.2961864829574295
49,0.29372960900986667,0,0.2974711641123881,0.2950858549511867,0.2878537588408143
50,0.29731296045450506,0,0.29700419282045765,0.2839008219033438,0.26856827679259154
51,0.22977765672504974,0,0.27360674206314073,0.259112248250716,0.267272769486274
52,0.1747710060671567,0,0.2339538744155707,0.2544451006153242,0.2662138763009579
53,0.2766342708200412,0,0.22706097787074953,0.2539595032199674,0.2652778625822404
54,0.2913016220330843,0,0.24756896630676076,0.25318049372226203,0.2652126623570051
55,0.2934179129659779,0,0.2871179352730344,0.2658796038638961,0.26579256394367284
56,0.29327320743322055,0,0.29266424747742725,0.29119985696270057,0.27568768516172326
57,0.30137227156117913,1,0.29602113065345925,0.2956817038489728,0.29245289356810894
58,0.29904350525140266,0,0.29789632808193406,0.2958468724247275,0.2957098216374917
59,0.2921274649118572,0,0.2975144139081465,0.29704984329267603,0.29655909713219736
60,0.2994327673057221,0,0.2968679124896602,0.2978445119052367,0.29597769730441364
61,0.2972465504960229,0,0.29626892757120044,0.29543968042729923,0.29494558732198733
62,0.2893481141714924,0,0.29534247732441204,0.2928406668882658,0.29245040108383563
63,0.2860484375562341,0,0.29088103407458377,0.2911963674847179,0.28913428548981707
64,0.28390596789411804,0,0.2864341732072819,0.28647595324222835,0.29047924065136244
65,0.2758306960932737,0,0.2819283671812087,0.2873350733515586,0.29075176061344216
66,0.30154215104267357,1,0.2870929383433551,0.2897335319253159,0.2913977169379121
67,0.30134040704027804,0,0.29290441805874207,0.2928774933675314,0.2924128533734357
68,0.30176824476731445,0,0.30155026761675546,0.29538711363273934,0.2944671458386061
69,0.29645406922015877,0,0.299854240342583,0.30030667137657047,0.2974382347233145
70,0.30042848481242845,0,0.299550266266633,0.3009389591854507,0.3019794470941132
71,0.3047035900870749,0,0.300528714706554,0.3021947143151678,0.30267000551780193
72,0.30761918268886324,0,0.30425041919612283,0.3031162773634044,0.30541191786092675
73,0.3063760600084946,0,0.3062329442614787,0.30793222220780336,0.3080774633058684
74,0.3205337934421512,0,0.31150967871317076,0.3119319378216986,0.312187950871171
75,0.3204270628819046,0,0.315778972110851,0.3160367162397385,0.29371745799076876
76,0.32522748217727676,0,0.3220627795004442,0.28873988663188827,0.282980637938737
