frame,ear,threshold,mov_ear_3,mov_ear_5,mov_ear_7
30,0.29276936601069065,0.0,0.2962317001748443,0.3004545306334615,0.2982745552958742
31,0.2962688703836728,0.0,0.2982103213032155,0.2962257110590116,0.2984394867356149
32,0.29616458438685317,0.0,0.2950676069270717,0.29628694357832863,0.2905056924673592
33,0.2906391695951429,0.0,0.2943575414552229,0.28752282255153433,0.27660521133830074
34,0.261772122381313,0.0,0.28285862545443646,0.2675748771684262,0.2664020307027225
35,0.19302963909514947,0.0,0.24848031035720197,0.25515519570493905,0.2585671275626374
36,0.23417046306623726,0.0,0.2296574081808996,0.2435072876335873,0.2512202026952838
37,0.23792504403009443,0.0,0.22170838206382668,0.234347532976998,0.24482306340610396
38,0.244840396312197,0.0,0.2389786344695093,0.23227003037325425,0.24113974103378435
39,0.2513846093625938,0.0,0.24471668323496173,0.24663528515200567,0.24193573363556226
40,0.264855912988907,0.0,0.2536936395545659,0.2532700066575099,0.25109603750159437
41,0.26734407059375725,0.0,0.26119486431508615,0.257115351082966,0.2566821270497626
42,0.2571517661573745,0.0,0.2631172499133463,0.2628018898012094,0.2617706126697192
43,0.27327308990341326,0.0,0.2659229755515155,0.2672338566026486,0.26544214432949687
44,0.2735444433697909,0.0,0.2679897664768595,0.26837089759099547,0.26860006085417887
45,0.2705411179306417,0.0,0.272452883734615,0.26960008847931755,0.2731241316674668
46,0.273490025035369,0.0,0.2725251954452664,0.27747461698422704,0.2780439644207708
47,0.2965244086819212,0.0,0.2801851838826437,0.28317657897692144,0.2844212948560908
48,0.3017828998668869,1.0,0.2905991111947254,0.2888263061438863,0.28818855518220615
49,0.30179307920461385,0.0,0.3000334625844741,0.29464686499500237,0.2943106749445819
50,0.29964391218622144,0.0,0.3010732970859073,0.30322871632921283,0.3001193445099205
51,0.31639928170642073,0.0,0.30594542436575206,0.3061641955704307,0.30577747755738444
52,0.31120180488801175,0.0,0.3090816662602176,0.30842700687057667,0.3076370746341003
53,0.31309695636761686,0.0,0.3135660143206825,0.3099767086734403,0.30777216300183546
54,0.30954158821893174,0.0,0.3112801164915198,0.3105936299244025,0.3070787342323515
55,0.30272851844103366,0.0,0.30845568767586035,0.3067015891467637,0.3075715122995048
56,0.2969390778182279,0.0,0.3030697281593972,0.3050798999004204,0.3041894328979523
57,0.3030933586562963,0.0,0.3009203183051845,0.30100545380600785,0.30212910663693215
58,0.29272472589555243,0.0,0.29758572079002477,0.29845304037439535,0.3003389480130136
59,0.29677952106087063,0.0,0.2975325352042392,0.2980205058862261,0.29912011478724104
60,0.3005658460001848,1.0,0.2966900309855364,0.2988346414502857,0.2993398245013016
61,0.30100975563852334,0.0,0.2994517075665269,0.299069267006918,0.29715737838433703
62,0.30426648643945503,0.0,0.30194736269272227,0.2968567128277023,0.2956432702901322
63,0.28166195499947444,0.0,0.29564606569248514,0.29599972901490046,0.29475907748353286
64,0.2924946019968613,0.0,0.29280768114526384,0.2931936350647348,0.2926349903461564
65,0.286535376249357,0.0,0.28689731108189775,0.2893738661568769,0.2894882979264928
66,0.281910911099234,0.0,0.2869802964484845,0.28422836868149376,0.2874303355954595
67,0.27853899906254176,0.0,0.28232842880371106,0.28521678154585717,0.28490712600715035
68,0.28660401932129087,0.0,0.2823513098276891,0.2840386650107433,0.2840227964472573
69,0.28660401932129087,0.0,0.2839156792350413,0.28182591937691653,0.2835364026740689
70,0.27547164808022284,0.0,0.28289322890760243,0.28326170627397784,0.26710033917361387
71,0.289089845584541,0.0,0.283721837662019,0.2618504928107043,0.25730464081193666
72,0.17148293174617363,0.0,0.24534814180364606,0.24719789345994486,0.25385382567951964
73,0.21334102256749599,0.0,0.22463793329940293,0.24075374822281076,0.24889664833134972
74,0.2543832931356218,0.0,0.21306908248309617,0.23604017418358653,0.24266897761510517
75,0.25190377788410245,0.0,0.2398760311957394,0.22682426992819416,0.23967064427832188
76,0.2430103243075784,0.0,0.24976579844243454,0.24342434652350775,0.2330974654046436
77,0.2544833147227421,0.0,0.24979913897147435,0.24937166070376762,0.2438698195805686
78,0.2430775934687937,0.0,0.24685707749970476,0.2478728842721729,0.2525933645358351
79,0.24688941097764888,0.0,0.24815010638972743,0.2523732961462244,0.25529539645811844
80,0.2744058372543595,0.0,0.25479094723360046,0.25843073460302934,0.25651590498467974
81,0.273297516591603,0.0,0.2648642549412041,0.2596235391724875,0.2578754511894767
82,0.26044733757003136,0.0,0.26938356380533196,0.26151345002696047,0.2596915520440127
83,0.2525271477411583,0.0,0.26209066730093156,0.2655747719723294,0.2625627224549361
84,0.2671960207044931,0.0,0.2600568353385609,0.263328761790509,0.2653275293101543
85,0.2631757863452574,0.0,0.2609663182636363,0.2619178702650231,0.26429238235413066
86,0.2662430589641758,0.0,0.26553828867130846,0.2632603644634557,0.26119099177797417
87,0.2671598085621937,0.0,0.2655262179572091,0.26307249142692585,0.26069875698476813
88,0.25158778255850833,0.0,0.26166355002829295,0.2610336260895451,0.262666879873757
89,0.2570016940175903,0.0,0.2585830950460976,0.2616592704133097,0.26353852214334444
90,0.2663040079640794,0.0,0.2582978281800597,0.2630701619387956,0.2645711234068879
91,0.273297516591603,0.0,0.2655344061910914,0.2637189992643691,0.2653782351916532
92,0.2704039951900601,0.0,0.27000183991524906,0.2677800110441737,0.2641148669127712
93,0.2718928414575317,0.0,0.2718647844130662,0.26804291836266003,0.26127415809112875
94,0.2583162306100213,0.0,0.26687102241920496,0.26112268093124624,0.2565312615713807
95,0.23170282080701343,0.0,0.25397063095818834,0.25122346128879586,0.2537704207189811
96,0.2238014183793532,0.0,0.237940156598795,0.24653828665024022,0.24807210841967833
97,0.2469781219972853,0.0,0.23416078706121604,0.2388415844580308,0.24370934491674948
98,0.2334093304964851,0.0,0.2347296236243738,0.23515126846993867,0.23766063111884556
99,0.23986465066955942,0.0,0.24008403438777629,0.23472107328297726,0.23717668725891525
100,0.2295518448722042,0.0,0.23427527534608336,0.24094651432520847,0.2400364259253353
101,0.25492862359050894,0.0,0.24144837304409114,0.2418950882201422,0.24225449444530817
102,0.25172099147195404,0.0,0.2454004866448886,0.2430788017246776,0.2412195377325703
103,0.23932789801916204,0.0,0.24865917102720778,0.2430525565923894,0.24060517769621168
104,0.23973342500811737,0.0,0.24359410483307778,0.24296394966634338,0.23883825311717694
105,0.2291088102419766,0.0,0.236056711089752,0.23747746067150502,0.23990110170713308
106,0.2274961786163155,0.0,0.2321128046221368,0.23453161937749414,0.2364709131667832
107,0.23699178500189652,0.0,0.2311989246200632,0.23284950053527353,0.2322310395707363
108,0.2309173038080582,0.0,0.23180175580875803,0.2293111907935746,0.23223587006069377
109,0.22204187629962327,0.0,0.22998365503652707,0.23136177103495256,0.23371489631700776
110,0.23936171144886603,0.0,0.2307736305188494,0.23587985707215253,0.2348438362012532
111,0.2500866088023168,0.0,0.23716339885026846,0.23588377795811155,0.23531215212566892
112,0.23701138943169164,0.0,0.24215323656095813,0.23585519521394502,0.23375425005697384
113,0.2307743900872259,0.0,0.2392907961070788,0.2366641140582267,0.23389469580002295
114,0.22608647052103092,0.0,0.23129075001331736,0.23517185657033438,0.2381680803210229
115,0.23190042400940303,0.0,0.2295870948725541,0.23554564839919578,0.2427217076685483
116,0.25195556794662544,0.0,0.23664748749235306,0.2423907910891657,0.242843768595031
117,0.27123710288154135,0.0,0.2516976982791898,0.24642412012925946,0.23598738014439086
118,0.25094103528769224,0.0,0.25804456870528725,0.2390101600804954,0.22323923523520506
119,0.18901667027721272,0.0,0.2370649361488167,0.22093755042319999,0.2181884413778517
120,0.1415373757229234,0.0,0.19383169376261122,0.20869261953778703,0.21226163936652093
121,0.19073091351956145,0.0,0.17376165317323236,0.19252776094749607,0.20747416276534988
122,0.19041280993008985,0.0,0.17422703305752427,0.18602820023764224,0.19709168018382428
123,0.21844323173842287,0.0,0.19986231839602434,0.1879368111443725,0.19254560224259823
124,0.19855972481086126,0.0,0.20247192215979246,0.2034530339396099,0.19695405695048354
125,0.2191184896991139,0.0,0.21204048208280094,0.20928202188217995,0.20877206819501432
126,0.2198758532324121,0.0,0.21251802258079522,0.21605215078309073,0.2145033813924481
127,0.22426345443464502,0.0,0.221085932455388,0.2185335256157245,0.21803359695246424
128,0.23085010590159216,0.0,0.22499647118954869,0.221846444423592,0.21970201207843992
129,0.21512431885019856,0.0,0.2234126263954792,0.22404717400782062,0.22265106358075062
130,0.23012213762025485,0.0,0.2253655207906841,0.2239126204267464,0.2238892900202519
131,0.21920308532704166,0.0,0.22148318059916505,0.22461714449494252,0.22346739772411642
132,0.22778607477562474,0.0,0.22570376590763885,0.22183164474651562,0.22337951771835357
133,0.21692260715946127,0.0,0.22130392242070704,0.2235364398553358,0.22341119376065016
134,0.2236482943943051,0.0,0.22278565877646153,0.22372637997081882,0.2257505536578504
135,0.23107183819767307,0.0,0.2238809132504779,0.2261857305315317,0.22427612797250365
136,0.23149983813060243,0.0,0.22873999024085853,0.22458874714097304,0.22485489262026448
137,0.2198011578228275,0.0,0.22745761138370094,0.2258551132813537,0.22482650296046508
138,0.22325443786136107,0.0,0.22485181127159848,0.22664292383389864,0.22688830513891187
139,0.2275873471570236,0.0,0.22354764761373977,0.22669960067608202,0.2286975001599448
140,0.23135522240858725,0.0,0.2273990024756595,0.22766216495826797,0.23031877711231225
141,0.23631265954153324,0.0,0.23175174303571566,0.23218608876655084,0.23168827985564328
142,0.24242077686424512,0.0,0.23669621960478793,0.23575247266106203,0.23504080708990724
143,0.24108635733392147,0.0,0.23993993124656518,0.23888877292219207,0.2361042127861696
144,0.24326884846267977,0.0,0.2422586608869466,0.2387573839875145,0.23639610381110795
145,0.23069827773519708,0.0,0.23835116117726565,0.23742096894552703,0.23677551620997203
146,0.2296305843315915,0.0,0.23453257017649065,0.23573903541280572,0.23659424938168172
147,0.23401110920063822,0.0,0.23144665708914403,0.23453052229472177,0.23539058452080955
148,0.23504379174349832,0.0,0.23289516175857727,0.23267577716981408,0.23457524165382893
149,0.2339951228381374,0.0,0.234350007927425,0.23361191307578508,0.2298548321539085
150,0.23537895726505775,0.0,0.23480595728223128,0.22973099260211285,0.23126296256644605
151,0.2102259819632306,0.0,0.22653335402214245,0.23103980888657816,0.2325501896608679
152,0.2405551906229608,0.0,0.22872004328375084,0.23175928533638768,0.23329318992240644
153,0.23864117399254584,0.0,0.2298074488595816,0.23280268297504136,0.23358784935218427
154,0.23921211103140555,0.0,0.23946949188230585,0.23314817307241925,0.2347664122605185
155,0.2371064077519451,0.0,0.2383198975919664,0.23955198931906807,0.23537258910750886
156,0.24224506319647654,0.0,0.23952119399327643,0.239365390233273,0.23916910669823466
157,0.23962219519398908,0.0,0.23965788871413687,0.23899747645442632,0.2391120126640384
158,0.2368016050983155,0.0,0.23955628782959337,0.23918616072486287,0.24028369939879773
159,0.24015553238359216,0.0,0.23885977755863053,0.24113347540164654,0.24062352555429914
160,0.24684298113586475,0.0,0.2412667062059223,0.24100264158633422,0.24303434670331217
161,0.24159089411991463,0.0,0.2428631358797896,0.2438746337065439,0.2438646869800536
162,0.2539821557950354,0.0,0.2474720103502719,0.2461258017136146,0.24586964620085489
163,0.2480574451336675,0.0,0.24787683168287344,0.24882607718481609,0.24883456910522536
164,0.2536569097395937,0.0,0.25189883688943365,0.250968694043425,0.252131838302888
165,0.2575560654289055,0.0,0.25309014010072417,0.2552977985728873,0.2527203577938337
166,0.2632364167672291,0.0,0.25814979731191084,0.25469389092837674,0.25240093631728655
167,0.2509626175724805,0.0,0.25725169992287295,0.25295339065846034,0.25155948824080304
168,0.239354943784083,0.0,0.25118465937459905,0.25184041256247125,0.2511491450096313
169,0.24809201925965235,0.0,0.24613652687207357,0.24936620797978293,0.2486895105404301
170,0.2451850425154663,0.0,0.2442106685197345,0.244006818317375,0.24705410694789062
171,0.2364394684551896,0.0,0.2432388434101019,0.24303594285910463,0.24202827192458898
172,0.24610824028112838,0.0,0.24257758375059524,0.2407760684231107,0.2396043441053968
173,0.22805557160411885,0.0,0.23686776011347868,0.23795668913880802,0.2400356125143099
174,0.2339951228381374,0.0,0.2360529782411286,0.23739444516501038,0.2301667094778058
175,0.24237382264647625,0.0,0.23480817236291074,0.22590849107479727,0.21504706497073908
176,0.17900969800412514,0.0,0.21845954782957952,0.2045563492117708,0.2072135489415408
177,0.13934753096599806,0.0,0.1869103505388665,0.19526620614110754,0.20132625628706588
178,0.18160485625079847,0.0,0.16665402840697396,0.18944661991344133,0.20047142259677234
179,0.2048971916998068,0.0,0.17528319297220207,0.18538620253855811,0.19774765130130692
180,0.22207173577206474,0.0,0.20285792790755627,0.19257000769170957,0.1961255455851766
181,0.21492872376987848,0.0,0.21396588374724956,0.2109043180252229,0.2013990151589817
182,0.23101908263356596,0.0,0.2226731807251691,0.21776814377921455,0.21410723660642056
183,0.2159239850207554,0.0,0.2206239304747347,0.22244972165886737,0.21988372063183853
184,0.22830508109807257,0.0,0.22508271625079837,0.22244342339020023,0.2214594557928637
185,0.22204024442872894,0.0,0.2220897701825185,0.22264314620162082,0.22152688085938316
186,0.21592733782698514,0.0,0.22209088778459338,0.2209480719224473,0.22325313037721425
187,0.22254371123769867,0.0,0.220170431164469,0.22316576899723514,0.22287575565579942
188,0.22701247039469613,0.0,0.2218278398197929,0.2231802446943533,0.22539667874615685
189,0.22837745958366423,0.0,0.2259778804053525,0.2254862851392602,0.2262332376065704
190,0.2335704466532576,0.0,0.22965345887720665,0.2291330161980568,0.22621419550566912
191,0.23416099312096697,0.0,0.23203629978596277,0.22900566389500057,0.2273579606874025
192,0.22190694972241906,0.0,0.22987946316554778,0.22838990863588435,0.2290914362436232
193,0.22393369409911507,0.0,0.2266672123141665,0.22965002474540058,0.2291039212058895
194,0.23467804013124355,0.0,0.22683956131759211,0.22835590844086084,0.2307416190452654
195,0.2270998651305625,0.0,0.2285705331203071,0.22949197870852628,0.2303817081904295
196,0.2398413444592905,0.0,0.23387308324036601,0.2313208028979247,0.22955548911367174
197,0.23105107066941144,0.0,0.23266409341975466,0.23220955599483376,0.23007495167011577
198,0.22837745958366423,0.0,0.23308995823745468,0.23038258549209018,0.23194995982021688
199,0.2255431876175244,0.0,0.22832390595686528,0.2323743626959427,0.22936453249406696
200,0.23705875114982605,0.0,0.23032646611700378,0.22772210357372275,0.22973591299639043
201,0.21658004884819138,0.0,0.22639399587184764,0.22745179516920616,0.22853351944079492
202,0.22969952864682616,0.0,0.22777944288161459,0.22806122116649874,0.22858687928375435
203,0.2314245895701269,0.0,0.22590138902171475,0.22923750155701866,0.22827798395700785
204,0.2314245895701269,0.0,0.23084956926235853,0.2270687897863411,0.2303654617807313
205,0.22621519229643694,0.0,0.22968812381222867,0.23178388649342024,0.22955398301811414
206,0.24015553238359216,0.0,0.2325984380833835,0.2321196607263559,0.22955398301811414
207,0.2313783998115025,0.0,0.23258304149717665,0.22915075258196965,0.23095011044289038
208,0.21658004884819138,0.0,0.229371327014429,0.2307603187919966,0.23209980059290963
209,0.23947242062026058,0.0,0.22914362309331912,0.23341176445676126,0.23213415600654994
210,0.23947242062026058,0.0,0.23184163002957092,0.23171367347316477,0.23352588495025475
211,0.23166507746560733,0.0,0.23686997290204204,0.23262945249133793,0.23238216858346408
212,0.23595729490237255,0.0,0.23569826432941218,0.23574334628491017,0.23435101403332834
213,0.23214951781605137,0.0,0.23325729672801052,0.23688092575296907,0.23771452927079753
214,0.24516031796055618,0.0,0.23775571022632627,0.23701137273101267,0.23732295804043702
215,0.2401246555104743,0.0,0.23914483042902882,0.23802464163943854,0.23701862112340116
216,0.23673142200773498,0.0,0.240672131826256,0.23830159509916626,0.23657434648746442
217,0.2373420622010098,0.0,0.23806604657307417,0.23758272253876528,0.2379078025960908
218,0.22855515501405177,0.0,0.23420954640759817,0.23760895647920535,0.2405923050920395
219,0.2452914876627562,0.0,0.23706290162593766,0.2397722324346489,0.2427314120576146
220,0.25094103528769224,0.0,0.24159589265483325,0.24445276137701769,0.24474325437795233
221,0.2601340667195816,0.0,0.25212219655667667,0.24782585928738426,0.2475692971385186
222,0.2542075517528406,0.0,0.25509421792003906,0.25341757255091435,0.24867981132541775
223,0.2565137213316995,0.0,0.25695177993470725,0.253382407320224,0.2526940926128956
224,0.24511566150930467,0.0,0.25194564486461485,0.2545252250679638,0.2543836249425289
225,0.25665512402639257,0.0,0.2527615022891325,0.25392205451808536,0.2540100046496221
226,0.25711821397018847,0.0,0.25296299983529497,0.2527456828149866,0.25316335965437375
227,0.24832569323735115,0.0,0.25403301041131005,0.2522844488992149,0.2526967144450672
228,0.2542075517528406,0.0,0.25321715298679237,0.2534495236548935,0.2521908467148017
229,0.25094103528769224,0.0,0.2511580934259617,0.2527130282935829,0.25373631335573676
230,0.25297264721984203,0.0,0.25270707808679305,0.252476171098715,0.2549214178704519
231,0.2559339279958479,0.0,0.2532825368344618,0.2558012035771256,0.25824559749919324
232,0.26495085562940013,0.0,0.2579524769483636,0.2610371875008326,0.25865602729419784
233,0.2803874713713785,0.0,0.26709075166554186,0.26108872080376955,0.2586595770637205
234,0.2511987018023796,0.0,0.26551234293438597,0.26134067138770123,0.2618681671990899
235,0.25423240013949977,0.0,0.2619395244377524,0.2648341190355879,0.25616724528378093
236,0.2734011662352835,0.0,0.2596107560590539,0.25445718667224354,0.24275712523247353
237,0.2130661938126793,0.0,0.24689992006248693,0.2307923099253074,0.23092719703934858
238,0.16206308763669802,0.0,0.2161768158948855,0.21698084122033662,0.2232849981389872
239,0.18214135827752953,0.0,0.1857568799089672,0.21151277700620597,0.22242070703637648
240,0.2268920790688443,0.0,0.19036550832768975,0.20586227657597078,0.2189019709395481
241,0.24514866408410838,0.0,0.21806070047682624,0.20916928730577525,0.21650967919542147
242,0.22960124746169863,0.0,0.23388066353821793,0.228087694583715,0.21865101887991248
243,0.25665512402639257,0.0,0.24380167852406723,0.237270537249033,0.22821927883175164
244,0.22805557160411885,0.0,0.23810398103073757,0.23770030289517763,0.23404491606312355
245,0.22904090729957208,0.0,0.23791720097669375,0.23325473385778253,0.2360460469742642
246,0.22292081889713167,0.0,0.22667243260027212,0.2355144834548085,0.23906899013629815
247,0.24089999544683327,0.0,0.23095390721451045,0.23744531189319815,0.23965068701352163
248,0.26630926621834583,0.0,0.2433766935207681,0.23856882269282806,0.23876975229654512
249,0.23367312560226483,0.0,0.24696079575581345,0.2428583574344259,0.2415683457819528
250,0.2504885810075585,0.0,0.25015699094272276,0.2478033388553939,0.24502922916116177
251,0.2476457260019711,0.0,0.24393581087059837,0.25027675795683424,0.25078860028546146
252,0.2532670909540352,0.0,0.2504671326545207,0.24966218806661117,0.2537938018152478
253,0.2632364167672291,0.0,0.2547164112410769,0.2553148441772251,0.25147822729857694
254,0.26193640615533564,0.0,0.25947997129219874,0.2552371768960427,0.2575216422302934
255,0.2501002446016408,0.0,0.2584243558414035,0.2609034377205049,0.26055722462189124
256,0.2759770301242863,0.0,0.2626712269604212,0.26459755107944716,0.26114906256724674
257,0.2717376577487508,0.0,0.2659383108248908,0.2623079860498933,0.26255054263142646
258,0.2517885916194519,0.0,0.2665010931641613,0.26253619509948434,0.26194486367944997
259,0.2630774514032878,0.0,0.2622012335904979,0.26431547899983343,0.2613230336750618
260,0.25899666410339406,0.0,0.25795423570871395,0.26063679219990094,0.2619653765467242
261,0.25758359612461834,0.0,0.2598859038771006,0.25720858959080883,0.2579226574659482
262,0.25459664470328336,0.0,0.2570589683104316,0.25638647057868696,0.25528621712536953
263,0.24767799655885325,0.0,0.25328607912891715,0.2544274953709674,0.25631112213730695
264,0.2532825753646938,0.0,0.25185240554227545,0.25442074789089303,0.25730101316567705
265,0.2589629267030173,0.0,0.25330783287552094,0.2569053663863457,0.2611141145100179
266,0.2700066886018776,0.0,0.26075073022319845,0.2631237121484446,0.2653608553789622
267,0.28568837351377274,0.0,0.2715526629395602,0.2710502692781205,0.2698201441017756
268,0.2873107822072317,0.0,0.2810019481076296,0.2775560873577774,0.27543478244968306
269,0.28581166576297345,0.0,0.28627027382799497,0.28315959501601357,0.26499029172918903
270,0.28698046499420005,0.0,0.28670097098813585,0.26519248535988427,0.25521594625553845
271,0.18017114032124146,0.0,0.25098775702613807,0.24616331233462177,0.25324394356187796
272,0.19054250838747108,0.0,0.2192313712343008,0.23994168984242775,0.25243830573028603
273,0.2562026697462588,0.0,0.20897210615165326,0.23878913842835914,0.2513638896091481
274,0.28004890869263177,0.0,0.24226469560878647,0.23735101930137148,0.2502376209878321
275,0.2797898693592654,0.0,0.2720138159327187,0.2569023483198777,0.24989840445118514
276,0.2779277854137723,0.0,0.27925552115522123,0.2757150364899189,0.2649934633567637
277,0.28460594923767935,0.0,0.2807745346702338,0.2816418130727243,0.2769050753971892
278,0.2858365526602822,0.0,0.2827900957705746,0.2804167898682863,0.2825114868413761
279,0.27392379267044287,0.0,0.28145543152280084,0.28354832596754703,0.2827374185808428
280,0.2954475498555689,0.0,0.2850692983954322,0.2842888550585741,0.28549991089759075
281,0.2816304308689082,0.0,0.2836672577983042,0.2871931283263393,0.28382157237241756
282,0.29912731557650446,0.0,0.2920684321003222,0.28326170094179304,0.28303395582813906
283,0.26617941573756043,0.0,0.2823123873943179,0.2842954690932487,0.28073030950409156
284,0.2790926334277295,0.0,0.2814664549139252,0.27914816480052596,0.281919311815979
285,0.2697110283919512,0.0,0.2716610258524099,0.27927144039747703,0.2796710323184105
286,0.28224680885364994,0.0,0.2770168235577775,0.2753878959566947,0.2794418480772204
287,0.2797095933725814,0.0,0.2772224768727322,0.27815724104529804,0.2782859937413085
288,0.2800261411805752,0.0,0.28066084780227146,0.2805459814047765,0.27942211799780076
289,0.2910363352251129,0.0,0.283590689926091,0.2814302328329859,0.27904617152977096
290,0.2741322855329984,0.0,0.2817315873128952,0.2802730726925574,0.27969385608024105
291,0.2764610081515114,0.0,0.28054320963654317,0.27918011806708876,0.2790337199819289
292,0.27424482024524954,0.0,0.27494603797658596,0.2787000610640689,0.2775957147257567
293,0.27762585616546864,0.0,0.27611056152074315,0.27442150533492227,0.27764375438275934
294,0.2696435565793778,0.0,0.2738380776633657,0.2756675319842401,0.2754359314123706
295,0.28036241877958856,0.0,0.27587727717481414,0.275491645240416,0.2738015058890377
296,0.2755815744323886,0.0,0.275195849930455,0.2731809425653012,0.27263082027370444
297,0.26269130686966735,0.0,0.2728784333605508,0.2713090131010432,0.27135835130398583
298,0.2682662088441759,0.0,0.2688463633820817,0.2704478092766095,0.2699702863900545
299,0.26533753745720706,0.0,0.26543168439035486,0.26795720587428207,0.2704603342316939
300,0.2679094017679448,0.0,0.267171049356449,0.2674556692819749,0.2689387070334602
301,0.2730738914708648,0.0,0.2687736102320078,0.26885961358643157,0.26959202368229895
302,0.2697110283919512,0.0,0.27023144054358755,0.2712373300124483,0.2703294126030552
303,0.2801547909742699,0.0,0.27431323694569204,0.27174042838399826,0.2716665050775252
304,0.267853029314969,0.0,0.27257294956039385,0.2736837192635022,0.27471283445253547
305,0.27762585616546864,0.0,0.2752112254849,0.2764013095857877,0.27429230728530946
306,0.2866618430822918,0.0,0.27738024285424007,0.27545224622687103,0.2698312372195874
307,0.26496571159736837,0.0,0.27641780361504215,0.26779056823417874,0.25310637113654116
308,0.241846401010801,0.0,0.2644913185634863,0.24474735553331187,0.23969615925476667
309,0.15263696581062908,0.0,0.21981635947293418,0.22647884586058636,0.23143579124672847
310,0.18628330780183877,0.0,0.1935888915410923,0.2111525678958685,0.22679619237796292
311,0.21003045325869987,0.0,0.18298357562372303,0.2071891583932171,0.22045198273935235
312,0.24514866408410838,0.0,0.21382080838155085,0.2072703533134586,0.22090284720761133
313,0.24225237561201624,0.0,0.23247716431827334,0.2303673127263693,0.22112927254781514
314,0.26812176287517575,0.0,0.25184093419043546,0.2417969268444466,0.2330676059213285
315,0.24343137839223702,0.0,0.2512685056264748,0.24703189607775186,0.2416190697567779
316,0.2362052994252154,0.0,0.2492528135642118,0.24723087419092735,0.24595902611300094
317,0.24614355464998366,0.0,0.2419267441558143,0.24686242861897653,0.24832976471818263
318,0.24041014775226405,0.0,0.24091966727582323,0.24558684290801694,0.24963501491359352
319,0.2617438343203906,0.0,0.24943251224087723,0.24717839262554833,0.24831259727694185
320,0.2513891269798807,0.0,0.2511810363508431,0.251710300624228,0.2500675845991814
321,0.2588648394186217,0.0,0.25733260023963095,0.25362484762381143,0.2516235644856672
322,0.2557162896479004,0.0,0.2553234186821385,0.2549622497994847,0.25135002319469535
323,0.2470971586306297,0.0,0.2538927625657171,0.2514592360580451,0.2539065194322002
324,0.24422876561318835,0.0,0.24901407129723907,0.25284253494502595,0.25386268505111176
325,0.25830562141478725,0.0,0.2498771818862006,0.2533569657918548,0.2576107892204809
326,0.2614369936527644,0.0,0.25465712689358116,0.2577388790953677,0.26308999761473373
327,0.27762585616546864,0.0,0.2657894904110094,0.2677633070049211,0.2698298499212086
328,0.2972192981783972,0.0,0.2787607159988757,0.27949660504093005,0.2770212961531858
329,0.30289525579322846,1.0,0.29258013671236444,0.2873229372088645,0.2841316371918907
330,0.2974372822544633,0.0,0.29918394540869525,0.29383576905513564,0.28294035377362753
331,0.29400115288411977,0.0,0.29811123031060544,0.28830392531943116,0.2798773285857448
332,0.24996663748694434,0.0,0.2804683575418447,0.27685922915127037,0.2743353098943991
333,0.23999581733758862,0.0,0.2613212025695522,0.26404652305783427,0.26602408956316836
