frame,threshold,blink,ear_norm
0,0,0.0,1.0
1,0,0.0,0.9601765948103471
2,0,0.0,0.8139453955756133
3,0,0.0,0.6598313972877257
4,0,0.0,0.6627851280770654
5,0,0.0,0.6440237443552473
6,0,0.0,0.667773974454735
7,0,0.0,0.6859039184724829
8,0,0.0,0.6885122169316866
9,0,0.0,0.69077875320786
10,0,0.0,0.651014512930176
11,0,0.0,0.6378683171774301
12,0,0.0,0.696803779910707
13,0,0.0,0.6712132120385619
14,0,0.0,0.6125498152420672
15,0,0.0,0.6606265128199875
16,0,0.0,0.6115340690568836
17,0,0.0,0.7652717259196626
18,0,0.0,0.6895411586041157
19,0,0.0,0.7252041014830591
20,0,0.0,0.6845840923702607
21,0,0.0,0.6463774154918127
22,0,0.0,0.7385076043773411
23,0,0.0,0.23187105918966194
24,0,0.0,0.2473124438278912
25,0,0.0,0.16665631406754983
26,0,1.0,0.18547528538740363
27,0,0.0,0.2552574226176032
28,0,0.0,0.34973090664499357
29,0,0.0,0.2850992907851047
30,0,0.0,0.39020678601065845
31,0,0.0,0.38209371514154156
32,0,0.0,0.30653371964567044
33,0,0.0,0.12410970865065041
34,0,0.0,0.07080041352271152
35,0,0.0,0.27210450810786607
36,0,0.0,0.4792429014541648
37,0,0.0,0.5204543657799962
38,0,0.0,0.5396485098248046
39,1,0.0,0.5794998370198892
40,0,0.0,0.6515836662140126
41,0,0.0,0.6342944265137421
42,0,0.0,0.6000176036761737
43,0,0.0,0.6644767464003009
44,0,0.0,0.5713167771140829
45,0,0.0,0.6766613214643701
46,0,0.0,0.6545907106912557
47,0,0.0,0.6333751733600752
48,0,0.0,0.6486521909632695
49,0,0.0,0.6496861045582911
50,0,0.0,0.6553032301534533
51,0,0.0,0.649372289306234
52,0,0.0,0.699201290648429
53,0,0.0,0.7114087446555784
54,0,0.0,0.681300785977345
55,0,0.0,0.6686831189876248
56,0,0.0,0.6692243191985336
57,0,0.0,0.6956315366107779
58,0,0.0,0.6964382920343357
59,0,0.0,0.6487660729664365
60,0,0.0,0.5179118474992407
61,0,0.0,0.5996083275978318
62,0,0.0,0.6370390714994817
63,0,0.0,0.5885854217026343
64,0,0.0,0.6390267326611192
65,0,0.0,0.6447772550279461
66,0,0.0,0.61171902390673
67,0,0.0,0.6903948030315137
68,0,0.0,0.5701935477299799
69,0,0.0,0.6716472888733449
70,0,0.0,0.5939354406784182
71,0,0.0,0.6280919989494075
72,0,0.0,0.5445875632939426
73,0,0.0,0.5664043397082145
74,0,0.0,0.5767113695703706
75,0,0.0,0.5977639972219382
76,0,0.0,0.7155707687005772
77,0,0.0,0.7396552832018356
78,0,0.0,0.6550540029054752
79,0,0.0,0.6490487614452058
80,0,0.0,0.6478263946490141
81,0,0.0,0.6599715549789076
82,0,0.0,0.6307942435437766
83,0,0.0,0.6450274975108283
84,0,0.0,0.5038155502778549
85,0,0.0,0.25179872183150115
86,0,0.0,0.11896786177609099
87,0,0.0,0.1984966329671379
88,0,1.0,0.2234272100937539
89,0,0.0,0.3686709868943952
90,0,0.0,0.4437140770590437
91,0,0.0,0.3677187518983256
92,0,0.0,0.2775703944103991
93,0,0.0,0.3068337350306274
94,0,0.0,0.45421372310542585
95,1,0.0,0.5554008226776825
96,0,0.0,0.5624221344682435
97,0,0.0,0.6029537628566253
98,0,0.0,0.7166470534342417
99,0,0.0,0.6716863678519024
100,0,0.0,0.7361218050012451
101,0,0.0,0.6389990110622263
102,0,0.0,0.6448491324329065
103,0,0.0,0.6961904691963028
104,0,0.0,0.6525883524374256
105,0,0.0,0.5753797057347508
106,0,0.0,0.6265374087532258
107,0,0.0,0.6058251033546714
108,0,0.0,0.7081636170676469
109,0,0.0,0.6333158637319636
110,0,0.0,0.6629103358314327
111,0,0.0,0.7031180776492592
112,0,0.0,0.6492241069873407
113,0,0.0,0.7258309140736668
114,0,0.0,0.6152258357664979
115,0,0.0,0.42393849698039815
116,0,0.0,0.1676839964363806
117,0,0.0,0.20516064688329888
118,0,1.0,0.3873852610811835
119,0,0.0,0.4413761329247349
120,0,0.0,0.41162774771665195
121,0,0.0,0.49278959320308124
122,0,0.0,0.4686650303706044
123,0,0.0,0.29798220379525514
124,0,0.0,0.24343796993408776
125,0,0.0,0.21726545677819295
126,0,0.0,0.28090144732852884
127,0,0.0,0.4673585900513846
128,0,0.0,0.47287745653541907
129,0,0.0,0.5339638040711792
130,1,0.0,0.5762071023813681
131,0,0.0,0.6200604192008456
132,0,0.0,0.7047447091200759
133,0,0.0,0.638311145017237
134,0,0.0,0.6990908584230805
135,0,0.0,0.6590052059464158
136,0,0.0,0.6887298548500458
137,0,0.0,0.74406637090062
138,0,0.0,0.6676163138236545
139,0,0.0,0.6866370887368575
140,0,0.0,0.7151551588101511
141,0,0.0,0.7289994506326122
142,0,0.0,0.7428211290674074
143,0,0.0,0.7481706181059127
144,0,0.0,0.7298425362590185
145,0,0.0,0.7479100795088285
146,0,0.0,0.7002544846821757
147,0,0.0,0.27325401803982646
148,0,0.0,0.027167034144898544
149,0,0.0,0.13736000558271333
150,0,1.0,0.21639132617309684
151,0,0.0,0.33704268515065233
152,0,0.0,0.3819568500144799
153,0,0.0,0.24567631197129627
154,0,0.0,0.2889725287882304
155,0,0.0,0.16790084063432184
156,0,0.0,0.2901887636950386
157,0,0.0,0.43928598918721984
158,0,0.0,0.4721132440023668
159,1,0.0,0.5886584095040739
160,0,0.0,0.5889571001858588
161,0,0.0,0.5664842800995536
162,0,0.0,0.6196603555119135
163,0,0.0,0.7206701100649061
164,0,0.0,0.7886249852719309
165,0,0.0,0.6927963631558848
166,0,0.0,0.6343438738153389
167,0,0.0,0.6281918550845508
168,0,0.0,0.5901608900566534
169,0,0.0,0.5572489705083664
170,0,0.0,0.1381248967386332
171,0,0.0,0.10794191724648411
172,0,0.0,0.29194845704477135
173,0,0.0,0.35846675405496564
174,0,0.0,0.3665775023689101
175,0,0.0,0.433569321768735
176,0,0.0,0.5145472364606213
177,0,0.0,0.5244572290801665
178,1,0.0,0.5988423908417563
179,0,0.0,0.5500790310935615
180,0,0.0,0.6233009093567103
181,0,0.0,0.5269199713895376
182,0,0.0,0.6134062549942297
183,0,0.0,0.6431205862894533
184,0,0.0,0.6497019858142462
185,0,0.0,0.6131040111130255
186,0,0.0,0.7267401968646208
187,0,0.0,0.7606436365000042
188,0,0.0,0.6798222951000831
189,0,0.0,0.713192234550686
190,0,0.0,0.6681488039846755
191,0,0.0,0.6979624990943686
192,0,0.0,0.7380495649294786
193,0,0.0,0.7666162822306003
194,0,0.0,0.6589840903647429
195,0,0.0,0.7193430020199243
196,0,0.0,0.6981976895462444
197,0,0.0,0.7587545987728055
198,0,0.0,0.7593409375202769
199,0,0.0,0.7629619956946645
200,0,0.0,0.7302362485751607
201,0,0.0,0.7105865799490763
202,0,0.0,0.7415595603580084
203,0,0.0,0.7405413276454785
204,0,0.0,0.6913265708287463
205,0,0.0,0.6945774626253772
206,0,0.0,0.747964352957197
207,0,0.0,0.6856769383144667
208,0,0.0,0.658773375605294
209,0,0.0,0.6519499812855253
210,0,0.0,0.6737939957031899
211,0,0.0,0.47587869564529306
212,0,0.0,0.19131954963373127
213,0,0.0,0.10984422654399907
214,0,1.0,0.017556353387613965
215,0,0.0,0.0
216,0,0.0,0.09710387584772902
217,0,0.0,0.10310668887143289
218,0,0.0,0.07635084743364201
219,0,0.0,0.30069074745277724
220,0,0.0,0.4151531244453222
221,0,0.0,0.4608380285029735
222,0,0.0,0.4200729534124074
223,0,0.0,0.40561300535130534
224,0,0.0,0.19941249113625076
225,0,0.0,0.15874094780483933
226,0,0.0,0.38350765968125367
227,0,0.0,0.48182155218496825
228,1,0.0,0.5590092368212166
229,0,0.0,0.5706130945537318
230,0,0.0,0.6028799510715617
231,0,0.0,0.6048792128280246
232,0,0.0,0.6088526515815431
233,0,0.0,0.658869579449058
234,0,0.0,0.4532629966376993
235,0,0.0,0.1105434136264009
236,0,0.0,0.14227409342612507
237,0,0.0,0.4634226413703492
238,0,0.0,0.4859399185986278
239,0,0.0,0.5087524781279369
240,0,0.0,0.03005135338110625
241,0,0.0,0.10778135935307603
242,0,0.0,0.08290007988945468
243,0,0.0,0.10954971841046161
244,0,0.0,0.02232507172010747
245,0,0.0,0.17216185797393901
246,0,0.0,0.2574955608152741
247,0,0.0,0.19764491733918713
248,0,0.0,0.26758260083119256
249,0,0.0,0.2338517574531729
250,0,0.0,0.2513314355163572
251,0,0.0,0.21144129980470688
252,0,0.0,0.25096620984649665
253,0,0.0,0.2564725179341622
254,0,0.0,0.28844556111837083
255,0,0.0,0.25774386387268466
256,0,0.0,0.19322060355179543
257,0,0.0,0.29612678248964686
258,0,0.0,0.24139798491473435
259,0,0.0,0.3059115014873621
260,0,0.0,0.31516738035886643
261,0,0.0,0.3844158914953094
262,0,0.0,0.33572223268453355
