frame,threshold,blink,ear_norm
0,0.0,0.0,0.2794110708785825
1,0.0,0.0,0.2901446744561049
2,0.0,0.0,0.3543476910393772
3,0.0,0.0,0.4275141979792684
4,0.0,0.0,0.3761280339633198
5,0.0,0.0,0.3534811031512427
6,0.0,0.0,0.20527504016306403
7,0.0,0.0,0.15690255608660247
8,0.0,1.0,0.15190757323234153
9,0.0,0.0,0.266947701316195
10,0.0,0.0,0.35563691136117515
11,0.0,0.0,0.4142968099781856
12,0.0,0.0,0.5163357694429023
13,0.0,0.0,0.5426056999505623
14,0.0,0.0,0.508253659718305
15,0.0,0.0,0.46336162055260033
16,0.0,0.0,0.48293564983211584
17,0.0,0.0,0.47093127586444394
18,0.0,0.0,0.49693727801702725
19,0.0,0.0,0.47170400101505
20,0.0,0.0,0.4350501214016161
21,0.0,0.0,0.4494381934740574
22,0.0,0.0,0.4484115670141531
23,0.0,0.0,0.48355303768693103
24,0.0,0.0,0.5066940657019291
25,0.0,0.0,0.5411412483756045
26,0.0,0.0,0.5190109876317713
27,0.0,0.0,0.5408295175471588
28,0.0,0.0,0.563985125636933
29,0.0,0.0,0.545328719030989
30,0.0,0.0,0.5886811978380686
31,1.0,0.0,0.673503407900601
32,0.0,0.0,0.674002672772699
33,0.0,0.0,0.6110519665952728
34,0.0,0.0,0.6651999757838949
35,0.0,0.0,0.5937503970340475
36,0.0,0.0,0.5908395983142178
37,0.0,0.0,0.5920169718242623
38,0.0,0.0,0.563985125636933
39,0.0,0.0,0.5770473326735072
40,0.0,0.0,0.5201144844933719
41,0.0,0.0,0.5096832168773816
42,0.0,0.0,0.5190286054625062
43,0.0,0.0,0.4610098091330375
44,0.0,0.0,0.4853482344590249
45,0.0,0.0,0.42891849886611444
46,0.0,0.0,0.33842696955752105
47,0.0,0.0,0.11761630048932625
48,0.0,0.0,0.305519594293841
49,0.0,1.0,0.37890892045368924
50,0.0,0.0,0.3660548199267839
51,0.0,0.0,0.4251112067787415
52,0.0,0.0,0.48265474310331075
53,0.0,0.0,0.46011151454941723
54,0.0,0.0,0.36636247862308907
55,0.0,0.0,0.47280786057078084
56,0.0,0.0,0.483567625989389
57,0.0,0.0,0.5067155360946553
58,0.0,0.0,0.48265474310331075
59,0.0,0.0,0.49629897654728544
60,0.0,0.0,0.5201144844933719
61,0.0,0.0,0.5588277825660534
62,0.0,0.0,0.5056396092024523
63,0.0,0.0,0.48354171184532035
64,0.0,0.0,0.4598529923263513
65,0.0,0.0,0.5062263126077602
66,0.0,0.0,0.516635671901479
67,0.0,0.0,0.5292090525465912
68,0.0,0.0,0.5770473326735072
69,0.0,0.0,0.5435320006141957
70,0.0,0.0,0.5574320993409897
71,0.0,0.0,0.40275518821799994
72,0.0,0.0,0.3027953540804104
73,0.0,0.0,0.3770541659071297
74,0.0,0.0,0.5676326136330466
75,0.0,1.0,0.5523415459079939
76,0.0,0.0,0.5202225598658647
77,0.0,0.0,0.577225507123223
78,1.0,0.0,0.591851801657827
79,0.0,0.0,0.5200783060320253
80,0.0,0.0,0.5190286054625062
81,0.0,0.0,0.5338342976657957
82,0.0,0.0,0.5334838401092203
83,0.0,0.0,0.5456757482608949
84,1.0,0.0,0.6057278516989226
85,0.0,0.0,0.5631764018266294
86,0.0,0.0,0.5781753304106929
87,1.0,0.0,0.6067253587205839
88,0.0,0.0,0.638286117504012
89,0.0,0.0,0.6018902993473108
90,0.0,0.0,0.5628169188906079
91,0.0,0.0,0.5756933126412006
92,1.0,0.0,0.5915546239098083
93,0.0,0.0,0.5292090525465912
94,0.0,0.0,0.5683615393052235
95,0.0,0.0,0.21540571699527053
96,0.0,0.0,0.2543737085783498
97,0.0,0.0,0.41429190431563495
98,0.0,1.0,0.5321505808449876
99,0.0,0.0,0.5331371708437904
100,0.0,0.0,0.48689161106537004
101,0.0,0.0,0.5190286054625062
102,0.0,0.0,0.4367898743901397
103,0.0,0.0,0.4124989316150444
104,0.0,0.0,0.4605531108001116
105,0.0,0.0,0.43816551516115537
106,0.0,0.0,0.41264715343879393
107,0.0,0.0,0.3777956229431601
108,0.0,0.0,0.36650836426889727
